FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value
ENSG00000138496,PARP9,1.262596488,0.69764931,0.002778051,0.711070717,-0.468543782,0.172506749,0.795608503,-0.233878446,0.732288836,0.696856962,-0.406563289,1,0.704295617,-0.412293286,0.905911904,0.951871939,0.056899545,1,0.852516856,-0.113726762,1,0.85689434,-0.101562783,1,0.917875112,0.001583025,1
ENSG00000129559,NEDD8,4.014097556,0.679904197,0.00292559,2.217240574,-0.516900308,0.09390587,2.208070007,-0.466775395,0.253282588,2.576259073,-0.200863388,1,1.859165448,-0.712184642,0.404687283,3.385155497,0.215200436,1,4.054469873,0.508772207,0.458034418,1.978149699,-0.594625449,1,2.968851224,0.009613649,1
ENSG00000204843,DCTN1,1.569970165,0.686790616,0.003106844,0.672227389,-0.95015806,0.000459492,1.037367993,-0.164294175,0.888921558,1.414830802,0.314927941,1,0.614618225,-0.960374028,0.139676092,1.370955489,0.275570985,1,1.489397096,0.413813879,0.570737661,0.528722039,-1.144174384,1,2.190239922,0.971868308,1
ENSG00000165672,PRDX3,1.657115669,0.683306822,0.003313078,1.142310929,-0.11102212,0.916990987,0.735534933,-0.802814341,0.033916023,0.855233545,-0.516894108,1,0.909897443,-0.446904245,0.853162691,1.357960651,0.174864877,1,1.316386322,0.129770091,1,1.030096387,-0.24345283,1,0.639347492,-0.938072674,1
ENSG00000124783,SSR1,1.886125947,0.679912446,0.003337844,1.133590998,-0.365754926,0.32139541,1.022715903,-0.488849021,0.267375838,1.16142827,-0.259114828,1,1.122061029,-0.325493429,1,1.400193876,0.020340139,1,1.499426706,0.128406477,1,1.075675873,-0.374562144,1,1.259704464,-0.138027151,1
ENSG00000034713,GABARAPL2,2.93862746,0.674174377,0.003433929,1.889054089,-0.247950238,0.58728442,1.321618545,-0.789318251,0.027725511,1.319804853,-0.731044752,1,1.603256792,-0.464074606,0.81655459,2.267599364,0.074953962,1,3.121716136,0.586758355,0.355075423,1.490449197,-0.554414743,1,1.436949313,-0.60322935,1
ENSG00000100028,SNRPD3,2.328608932,0.674657311,0.003531826,1.487937275,-0.258515423,0.574212943,0.947990242,-0.944143519,0.009235646,0.849954325,-1.033022092,1,1.264232505,-0.470857002,0.806341569,1.806282588,0.08377629,1,2.66787628,0.710611322,0.197152533,1.412964071,-0.286660296,1,1.050808749,-0.718813789,1
ENSG00000141349,G6PC3,1.801007082,0.675324359,0.003644347,0.833942468,-0.825919486,0.002355718,1.091580727,-0.312900194,0.557952031,1.562648946,0.249936143,1,0.903335682,-0.591467942,0.610246618,1.663339361,0.354733012,1,1.399130605,0.089252943,1,0.838662545,-0.677234244,1,2.42445633,0.909497228,1
ENSG00000143320,CRABP2,8.467300364,0.664252861,0.003740441,4.032571613,-0.78659461,0.003533765,4.124563418,-0.671084716,0.068067424,6.551511289,0.067141786,1,4.459809822,-0.525951638,0.636167015,9.028164229,0.570820225,1,8.643016482,0.514727894,0.443311257,4.120385549,-0.624810931,1,8.317847565,0.422469001,1
ENSG00000126778,SIX1,1.061283618,0.685152204,0.003740441,0.573929988,-0.549417836,0.087754296,0.279854925,-1.59873743,6.67E-06,0.417058333,-0.909028561,1,0.546813367,-0.54175184,0.711253239,1.003851294,0.400097503,1,1.627304235,1.207862629,0.001769765,0.597091269,-0.386925019,1,0.582375933,-0.417483537,1
ENSG00000091947,TMEM101,2.372519457,0.6744048,0.00376881,1.254084586,-0.598160635,0.045078037,0.939198988,-0.987830862,0.006600062,1.309246414,-0.4261578,1,0.962391526,-0.916146682,0.173242183,1.845267104,0.08767714,1,3.655792872,1.20766535,0.002281801,0.893357929,-0.992317952,1,2.076296805,0.258591137,1
ENSG00000143179,UCK2,1.103167504,0.680401136,0.003957503,0.745157719,-0.150994694,0.832084117,0.395606438,-1.134157673,0.001782261,0.512084283,-0.66973963,1,0.47900851,-0.805859255,0.300850269,0.867405487,0.110907267,1,1.206060612,0.639265958,0.251117561,0.597091269,-0.447579021,1,0.784941475,-0.039533661,1
ENSG00000007168,PAFAH1B1,1.063985805,0.681108314,0.003968154,0.616736921,-0.429373508,0.237134659,0.666670108,-0.254006288,0.693416457,0.517363502,-0.600863403,1,0.573060409,-0.476300255,0.811675148,0.857659358,0.149769708,1,0.834965039,0.110472791,1,0.551511783,-0.510622508,1,0.803931995,0.050023092,1
ENSG00000132581,SDF2,1.149104669,0.677823645,0.003971658,0.627042293,-0.539103823,0.094387684,0.584618403,-0.590495956,0.155900783,0.744369937,-0.181481467,1,0.590558436,-0.550793597,0.69374164,1.062328069,0.359323142,1,1.03555724,0.326558276,0.704919626,0.715597933,-0.241579604,1,0.892554419,0.088037992,1
ENSG00000175895,PLEKHF2,2.285373953,0.66686513,0.004001684,1.537878696,-0.169092192,0.775914586,0.846890819,-1.09485768,0.002091638,1.087519199,-0.64903279,1,1.246734477,-0.468490566,0.809303552,1.916738717,0.199113722,1,2.148843959,0.385454213,0.597932388,1.426637917,-0.249187113,1,1.481260525,-0.191703941,1
ENSG00000143727,ACP1,1.422701019,0.673504997,0.004075877,0.936203474,-0.205046555,0.711125948,0.662274481,-0.734229929,0.05882962,0.62822711,-0.750382194,1,0.758976954,-0.497180652,0.767243801,1.195525166,0.207751412,1,1.248686454,0.28110839,0.776987727,0.829546648,-0.343844062,1,0.822922514,-0.351312999,1
ENSG00000108671,PSMD11,1.245032278,0.674427289,0.004107703,0.825222538,-0.190888761,0.742264353,0.583153194,-0.723536611,0.064568717,0.675740085,-0.445589462,1,0.767725967,-0.272125002,1,1.059079359,0.227710781,1,0.932753737,0.032868016,1,0.665460498,-0.471103948,1,0.658338011,-0.480588694,1
ENSG00000214736,TOMM6,4.218112612,0.659431916,0.00416224,2.715862069,-0.256579444,0.574212943,1.815393988,-0.868384063,0.013167428,1.853006013,-0.774467813,1,2.176317201,-0.560207349,0.568695777,3.609316466,0.224258371,1,4.550935572,0.601537495,0.325021412,2.547893276,-0.305018438,1,1.98767438,-0.668567072,1
ENSG00000112685,EXOC2,1.270703047,0.680396288,0.004181369,0.25921976,-2.142718599,8.19E-16,0.454214799,-1.139761584,0.00184285,0.575434916,-0.707836499,1,0.238410628,-2.054556657,3.84E-05,1.822526136,1.059216805,0.205383573,3.322308337,2.184795646,4.83E-13,0.278034866,-1.769340897,0.336681157,0.702649224,-0.411705954,1
ENSG00000143149,ALDH9A1,1.334204422,0.670314802,0.004305987,0.761012138,-0.466464513,0.159692658,0.640296346,-0.688217856,0.081492414,0.696856962,-0.505387585,1,0.522753579,-0.968803745,0.135302238,1.445675812,0.602631988,1,1.509456316,0.687778882,0.193356282,0.783967162,-0.333912474,1,0.588706106,-0.747943403,1
ENSG00000091527,CDV3,1.591587654,0.667200899,0.004413837,0.991693943,-0.310045724,0.453148944,1.119419699,-0.075279525,1,0.728532279,-0.702857644,1,0.789598502,-0.613096379,0.569943089,1.205271295,0.043130807,1,1.05561646,-0.162091187,1,1.02098049,-0.206475502,1,0.962186324,-0.291464585,1
ENSG00000162961,DPY30,1.005213255,0.673839038,0.004543301,0.60801699,-0.358325826,0.372295586,0.479123353,-0.695715432,0.080252203,0.406499895,-0.873451859,1,0.5358771,-0.496516844,0.776759769,0.909638713,0.32402415,1,0.972872177,0.438184619,0.538922777,0.670018447,-0.141684762,1,0.531734548,-0.477231485,1
ENSG00000172890,NADSYN1,1.037639489,0.668213297,0.004776382,0.538257544,-0.634794202,0.0374377,0.738465351,-0.054334344,1,0.754928376,-0.014253629,1,0.520566325,-0.593437833,0.620739359,0.717964842,-0.092134591,1,0.847502051,0.164812525,0.963540177,0.391983581,-0.982392451,1,1.202732905,0.680758128,1
ENSG00000159348,CYB5R1,2.627200504,0.652897023,0.004978682,1.843868994,-0.101619046,0.937653223,0.931872943,-1.171707215,0.000867433,1.351480169,-0.543868573,1,1.229236449,-0.713323227,0.408442712,2.209122589,0.193665008,1,2.743098356,0.544275148,0.419786297,1.504123043,-0.387477348,1,1.607863989,-0.285915468,1
ENSG00000163597,SNHG16,1.70372838,0.655678871,0.005163646,1.063038831,-0.31644489,0.435622555,0.824912684,-0.6846348,0.0807847,0.976655591,-0.379549071,1,0.973327793,-0.403833101,0.913538504,1.494406458,0.261841888,1,1.28379009,0.028571089,1,1.271667664,0.012586937,1,1.190072559,-0.086260036,1
ENSG00000131467,PSME3,1.229494707,0.660855543,0.005314632,0.832357026,-0.16226892,0.804498516,0.608061747,-0.646853706,0.109552189,0.617668671,-0.567546379,1,0.752415193,-0.292806018,1,0.955120649,0.0791351,1,0.870068674,-0.064890428,1,0.815872802,-0.158228772,1,0.702649224,-0.375211668,1
ENSG00000116209,TMEM59,2.327257839,0.648474042,0.005457197,1.287378868,-0.537562958,0.080004135,1.481326329,-0.252273232,0.635421739,1.43066846,-0.282569795,1,1.358284404,-0.376245165,0.944379183,2.222117428,0.38833575,1,1.815359424,0.077308237,1,1.408406122,-0.307179168,1,1.329336369,-0.389576788,1
ENSG00000143158,MPC2,2.625173864,0.649201235,0.005572897,1.407872456,-0.591555234,0.047202376,0.993411722,-1.074356834,0.002684378,1.277571097,-0.627924951,1,0.907710189,-1.173306553,0.03677424,2.878356786,0.605830305,1,4.074529093,1.201700455,0.002358664,1.340036893,-0.56012434,1,1.474930352,-0.414178403,1
ENSG00000225921,NOL7,1.841539875,0.639089061,0.006645702,1.291342472,-0.114122126,0.911660229,0.779491204,-0.90650267,0.013682053,0.834116667,-0.737268229,1,1.148308071,-0.27925403,1,1.559380651,0.196207467,1,1.409160216,0.041421446,1,1.330920996,-0.046793117,1,1.050808749,-0.395256922,1
ENSG00000103067,ESRP2,1.134242645,0.646539342,0.0068087,0.830771584,-0.025683011,1,0.335532868,-1.45012539,4.27E-05,0.401220675,-1.086936683,1,0.581809423,-0.574017536,0.653686075,0.685477745,-0.311758852,1,1.416682423,0.834283708,0.079631812,0.665460498,-0.349819834,1,0.765950955,-0.138167292,1
ENSG00000082641,NFE2L1,1.228819161,0.642502664,0.006844306,0.732474183,-0.408768194,0.248663972,0.813191011,-0.192026044,0.832748581,0.918584177,0.008315244,1,0.787411249,-0.233382946,1,0.789436455,-0.222402953,1,0.817413221,-0.172892738,1,0.587975371,-0.654401974,1,1.145761347,0.336645349,1
ENSG00000109606,DHX15,1.063310258,0.643977308,0.00709151,0.712656159,-0.194071139,0.759461413,0.571431522,-0.526064191,0.228328646,0.591272574,-0.427253263,1,0.583996676,-0.470503705,0.82084929,0.756949358,-0.064681046,1,0.875083479,0.160449686,0.967273117,0.697366138,-0.185280496,1,0.614026799,-0.368653232,1
ENSG00000114686,MRPL3,1.007239895,0.644708992,0.007311944,0.656372969,-0.245206979,0.627244176,0.426375828,-0.900715426,0.016618892,0.443454431,-0.767924967,1,0.605869211,-0.329383681,1,0.776441616,0.057712652,1,0.98540919,0.435646414,0.54498182,0.779409213,0.062948598,1,0.531734548,-0.498405508,1
ENSG00000124733,MEA1,2.026639628,0.63083693,0.00742597,1.300062403,-0.285318541,0.508312877,1.109163235,-0.507402806,0.241607424,1.040006224,-0.5597582,1,1.17892962,-0.392699184,0.926451998,1.429432264,-0.090022254,1,1.875537084,0.33581564,0.675181183,1.148603051,-0.415297549,1,1.487590699,-0.029732172,1
ENSG00000112996,MRPS30,0.767420872,0.649167605,0.007516783,0.377335185,-0.740867697,0.012084782,0.313554732,-0.951368476,0.011782844,0.411779114,-0.471559547,1,0.332462527,-0.826812483,0.290720804,0.877151616,0.674825262,1,1.165942171,1.166541351,0.003627698,0.382867684,-0.582554604,1,0.373480218,-0.60849288,1
ENSG00000172428,COPS9,5.761060915,0.622042504,0.007583906,3.358758782,-0.464760914,0.149192783,3.452032474,-0.369051325,0.395540529,3.985810655,-0.126471141,1,2.869676551,-0.638956763,0.448332934,4.879561955,0.183525595,1,5.441063466,0.361240825,0.687340891,2.9626666,-0.568858828,1,4.861573006,0.168517299,1
ENSG00000108465,CDK5RAP3,2.41507889,0.626919281,0.007583906,1.571172977,-0.262755953,0.564728262,1.386087742,-0.434292944,0.305047246,1.414830802,-0.36777285,1,1.34953539,-0.457774945,0.828387017,1.400193876,-0.390484163,1,2.341913953,0.407533947,0.626550431,1.262551767,-0.53849742,1,1.835750224,0.018669797,1
ENSG00000026508,CD44,1.357173004,0.633507301,0.007864394,0.548562916,-1.084077737,5.01E-05,1.799276688,1.009288248,0.00028918,0.955538713,-0.087326844,1,0.708670124,-0.556045258,0.68049733,1.023343552,0.015163335,1,0.581717384,-0.848565541,0.284057809,0.446678964,-1.20895436,1,0.911544939,-0.156239207,1
ENSG00000132361,CLUH,1.172748798,0.633162457,0.008055311,0.726132415,-0.347459597,0.370283622,0.75458265,-0.244197114,0.709809928,0.818279009,-0.099765175,1,0.691172096,-0.369266175,0.967958754,0.555529357,-0.685947595,1,0.905172309,0.05221092,1,0.519606142,-0.772818822,1,1.455939833,0.761134037,1
ENSG00000129562,DAD1,2.779874023,0.617501351,0.008634429,1.648066912,-0.43812775,0.189020267,1.469604657,-0.572091704,0.137562563,1.567928165,-0.430549077,1,1.793547844,-0.24130749,1,2.4137913,0.219864709,1,2.64781706,0.37226342,0.675181183,1.736578423,-0.28031127,1,1.753457972,-0.264008989,1
ENSG00000039068,CDH1,2.974431427,0.615840602,0.00915647,2.046805564,-0.168019526,0.777385822,0.760443486,-1.694454146,8.48E-07,1.07696076,-1.083435115,1,1.830731153,-0.315887324,1,2.465770655,0.147051398,1,4.152258571,0.997005167,0.024213346,1.722904577,-0.394171397,1,1.234383771,-0.879831464,1
ENSG00000100804,PSMB5,2.244165614,0.616815359,0.009353239,1.447508505,-0.286320459,0.506087917,1.216123494,-0.532900011,0.21034536,1.43066846,-0.248566731,1,1.196427647,-0.536681385,0.708750568,1.5756242,-0.10646069,1,2.091173701,0.33705187,0.675181183,1.134929205,-0.593644558,1,2.114277844,0.332331945,1
ENSG00000115461,IGFBP5,44.07670972,0.606551747,0.009434909,25.43445256,-0.495023666,0.112711117,14.75758535,-1.29265359,0.000104924,23.35526667,-0.534402957,1,24.593478,-0.47549096,0.729280444,45.47218953,0.479804217,1,59.13959581,0.923204932,0.042225985,28.11342706,-0.259550494,1,30.09364332,-0.158264572,1
ENSG00000182220,ATP6AP2,2.217819299,0.612990582,0.009588629,1.401530688,-0.326552033,0.408753306,1.245427675,-0.478651602,0.278748636,1.07696076,-0.652950232,1,1.205176661,-0.509814799,0.742002761,1.695826458,0.021517529,1,2.269199279,0.484251303,0.504600811,1.335478944,-0.337041841,1,1.481260525,-0.181236527,1
ENSG00000124535,WRNIP1,0.953871718,0.645105725,0.009596382,0.741986835,0.088718363,0.956738599,0.329672032,-1.213033311,0.001233453,0.348428481,-1.037929958,1,0.514004565,-0.49849079,0.800630447,0.581519035,-0.298348128,1,1.050601655,0.627346054,0.287188094,0.546953834,-0.382916304,1,0.386140564,-0.882312425,1
ENSG00000134375,TIMM17A,1.719941497,0.616235036,0.009614122,1.216826701,-0.115762213,0.906844792,0.672530945,-1.044527587,0.003691784,0.749649156,-0.807387961,1,1.146120817,-0.190798815,1,1.250753231,-0.05241439,1,1.697511505,0.428970088,0.544079533,1.144045103,-0.185321367,1,0.943195805,-0.467373074,1
ENSG00000023734,STRAP,1.346364259,0.615708506,0.010231254,0.893396542,-0.234953518,0.623525662,0.600735702,-0.839066428,0.026047265,0.791882912,-0.364989265,1,0.75022794,-0.467880145,0.81844982,1.192276456,0.250902414,1,1.298834505,0.392568917,0.595940289,0.929821518,-0.128109872,1,0.689988877,-0.564130113,1
ENSG00000142192,APP,1.881397121,0.609496304,0.01040557,1.21603398,-0.288187087,0.500471348,1.013924648,-0.5464155,0.193458067,1.203662026,-0.247014074,1,1.323288348,-0.11091319,1,1.595116458,0.178497213,1,1.444263851,0.026545166,1,1.084791771,-0.402952455,1,1.050808749,-0.445558749,1
ENSG00000004142,POLDIP2,1.667924414,0.610241591,0.010477102,1.065416994,-0.30901932,0.45175878,0.849821237,-0.634722737,0.113475325,1.145590612,-0.140429927,1,0.912084696,-0.501183596,0.757161832,1.25400194,-0.00533464,1,1.36402697,0.126515737,1,1.048328182,-0.273507679,1,1.873731263,0.593526124,1
ENSG00000148671,ADIRF,17.19063287,0.599708337,0.010503622,7.58237615,-0.963710434,0.000199805,10.59053087,-0.340039042,0.448363131,19.82874811,0.629025712,1,9.322074283,-0.523838732,0.638533688,17.99460297,0.498162338,1,14.35738682,0.150498372,1,9.334678766,-0.503649537,1,22.43413377,0.80993054,1
ENSG00000137207,YIPF3,1.971244811,0.607766347,0.010533496,0.993279385,-0.730443575,0.008711131,1.249823302,-0.286680709,0.612241619,1.689350211,0.187649707,1,1.218300182,-0.314099079,1,1.595116458,0.105342415,1,1.915655524,0.398122963,0.579107136,0.911589723,-0.730727172,1,1.98767438,0.428770627,1
ENSG00000089063,TMEM230,1.526735186,0.609954763,0.010970584,0.856138656,-0.542259032,0.080484206,0.902568762,-0.397723936,0.401996568,0.781324473,-0.57473566,1,0.765538714,-0.63404777,0.548130306,1.604862587,0.513959512,1,1.609752417,0.531182981,0.396865269,0.861452288,-0.433430942,1,0.987507017,-0.227768544,1
ENSG00000114125,RNF7,2.281320674,0.602370264,0.011392058,1.582271071,-0.164037275,0.791234763,0.978759632,-0.910454399,0.012790322,1.045285443,-0.745230039,1,1.303603067,-0.439431227,0.857911509,1.78354162,0.048496153,1,2.457254468,0.559839507,0.400137518,1.554260478,-0.159730077,1,1.215393252,-0.520872783,1
ENSG00000125445,MRPS7,1.773309674,0.604365604,0.011401616,1.207314049,-0.196744082,0.717563521,0.81465622,-0.801782977,0.033666438,0.939701055,-0.528272946,1,1.130810043,-0.267469873,1,1.289737747,-0.060107345,1,1.629811637,0.306986881,0.732872141,1.098465616,-0.299301025,1,1.41162862,0.074460275,1
ENSG00000114956,DGUOK,0.907259007,0.616648274,0.011477197,0.500999658,-0.563651029,0.078573352,0.521614415,-0.436481473,0.343593045,0.44873365,-0.614044361,1,0.507442805,-0.459705752,0.842323828,0.825172261,0.294524133,1,1.05561646,0.697094054,0.191013005,0.515048194,-0.415242285,1,0.512744028,-0.414917647,1
ENSG00000108828,VAT1,1.552405955,0.605246408,0.01172339,0.734852346,-0.839085982,0.002049939,1.185354105,0.017062267,1,1.43066846,0.296303088,1,0.923020964,-0.375155116,0.953168964,1.241007102,0.085681734,1,1.040572045,-0.186597505,1,0.638112806,-0.903595975,1,2.42445633,1.091566745,1
ENSG00000114850,SSR3,1.494984499,0.603391082,0.011914034,0.951265173,-0.321321545,0.424203789,1.068137383,-0.094168963,1,0.98721403,-0.202457073,1,0.903335682,-0.351300198,0.992256418,1.130550972,-0.000544155,1,1.028035033,-0.148165815,1,0.847778443,-0.430045391,1,0.898884592,-0.339116268,1
ENSG00000008283,CYB561,1.501064418,0.601683122,0.012393312,1.255670028,0.19437639,0.697654623,0.493775443,-1.3192132,0.000180105,0.696856962,-0.722832516,1,1.093626734,-0.060317919,1,0.883649036,-0.381988386,1,1.118301523,-0.024897972,1,0.970843055,-0.235728503,1,0.949525978,-0.265647624,1
ENSG00000092201,SUPT16H,0.820789049,0.61288281,0.012444397,0.461363609,-0.535126429,0.104223765,0.419049782,-0.627564962,0.129255402,0.401220675,-0.631894778,1,0.334649781,-0.942469392,0.1678715,0.909638713,0.601210805,1,1.068153473,0.879245189,0.060895011,0.442121016,-0.493841311,1,0.455772469,-0.441190475,1
ENSG00000134759,ELP2,1.753043278,0.601316549,0.012457932,0.91638545,-0.671628618,0.019879,0.67985699,-1.067215344,0.003105518,0.823558228,-0.70714607,1,0.798347516,-0.786962564,0.31406521,1.731562265,0.410325025,1,3.169356784,1.432298647,7.58E-05,0.875126134,-0.621157841,1,0.727969916,-0.883087584,1
ENSG00000127184,COX7C,11.31135131,0.587581433,0.012545921,7.698906134,-0.211055363,0.680060774,5.942887824,-0.603294432,0.107757043,5.226427217,-0.74785411,1,6.229297878,-0.507957188,0.663453554,9.843590361,0.202086091,1,10.69908655,0.339709314,0.726317308,8.2316552,-0.073471785,1,5.950362794,-0.554685967,1
ENSG00000171302,CANT1,3.014964219,0.591527043,0.012771211,2.075343519,-0.18684754,0.74238448,1.369970443,-0.828533694,0.019459714,1.889960549,-0.291030717,1,1.918221292,-0.280627446,1,1.936230975,-0.259344708,1,2.96625718,0.40611421,0.626550431,1.768484063,-0.391099686,1,2.500418408,0.124672411,1
ENSG00000141504,SAT2,1.291644989,0.600804754,0.012793913,0.792720978,-0.388484481,0.28244587,0.843960401,-0.241980112,0.714020298,0.781324473,-0.332684839,1,0.787411249,-0.338829324,1,0.981110326,0.005098678,1,1.01549802,0.059010439,1,0.569743577,-0.800975933,1,1.348326888,0.478422723,1
ENSG00000115128,SF3B6,2.244841161,0.592510086,0.013116612,1.448301226,-0.304921536,0.45730237,1.075463428,-0.744424763,0.051243705,1.061123102,-0.705621769,1,1.240172717,-0.498003369,0.757056407,1.978464201,0.226671041,1,2.397076808,0.538939866,0.428929412,1.663651245,-0.039967977,1,1.329336369,-0.37170261,1
ENSG00000125898,FAM110A,1.748989999,0.598318081,0.013262596,0.797477303,-0.907794328,0.000739573,0.908429598,-0.612497152,0.13517089,1.198382806,-0.151944589,1,0.846467092,-0.696274558,0.455276508,1.25725065,-0.081903387,1,2.891035104,1.273148854,0.001005486,0.56062768,-1.272808948,1,2.158589056,0.727647505,1
ENSG00000180573,HIST1H2AC,3.951271727,0.585603763,0.013754729,2.885504358,-0.081228181,0.984867833,1.229310376,-1.417253713,3.72E-05,1.494019093,-1.040788469,1,2.589708107,-0.238659965,1,3.534596143,0.244200738,1,4.154765974,0.508718829,0.459116598,3.021919932,0.001296809,1,2.012995073,-0.600286212,1
ENSG00000165795,NDRG2,0.907259007,0.598849207,0.014475676,0.466119935,-0.702651838,0.017762366,0.715022006,0.066149734,0.954650162,0.765486815,0.163450554,1,0.391518371,-0.866741497,0.237796857,0.659488067,-0.061474638,1,0.902664907,0.431427903,0.553127262,0.337288198,-1.047010176,1,1.038148402,0.617552398,1
ENSG00000131828,PDHA1,1.052501513,0.593355203,0.01534408,0.76259758,-0.089173989,0.974373668,0.457145217,-0.89519652,0.017069219,0.517363502,-0.640112944,1,0.70648287,-0.193329126,1,0.860908068,0.114615043,1,0.9954388,0.346250444,0.675181183,0.633554858,-0.345049964,1,0.424121603,-0.923558873,1
ENSG00000163584,RPL22L1,3.730368008,0.577931363,0.015414864,2.990936248,0.091015793,0.935336417,1.765576881,-0.774083931,0.030663889,1.578486604,-0.880418167,1,2.038520233,-0.525387567,0.640043892,2.546988397,-0.175623063,1,2.981301595,0.067229252,1,3.099405059,0.121310368,1,2.012995073,-0.520400502,1
ENSG00000129354,AP1M2,1.413918914,0.585786255,0.015690316,0.867236749,-0.401293412,0.256463598,0.6490876,-0.814896339,0.031475111,1.108636076,0.042069982,1,0.898961176,-0.283949532,1,1.195525166,0.15938839,1,1.201045806,0.170064775,0.945965823,0.843220494,-0.366240778,1,1.715476933,0.694512575,1
ENSG00000155463,OXA1L,1.212606044,0.58739929,0.015852883,0.704728949,-0.496058845,0.136332585,0.864473327,-0.108803361,1,0.71797384,-0.372260541,1,0.653988787,-0.53643124,0.716654491,0.951871939,0.046854913,1,1.228627234,0.451871565,0.510788825,0.583417423,-0.681196928,1,0.886224246,-0.059973537,1
ENSG00000014641,MDH1,1.199095113,0.592805941,0.015989466,0.77052479,-0.311585849,0.45730237,0.833703938,-0.146049231,0.934787745,0.728532279,-0.330615595,1,0.669299561,-0.480014106,0.810228148,0.974612907,0.103911898,1,0.937768542,0.045580198,1,0.674576395,-0.446858415,1,0.721639743,-0.342122035,1
ENSG00000136888,ATP6V1G1,4.050577069,0.575320139,0.016021493,2.892638847,-0.131529516,0.880235472,1.671803503,-0.989691041,0.004059599,1.499298313,-1.078621909,1,2.307552409,-0.463114283,0.742002761,3.313683884,0.099251353,1,4.789138811,0.69212031,0.211181641,2.903413268,-0.102855642,1,1.835750224,-0.778493728,1
ENSG00000178449,COX14,4.430909773,0.572889953,0.016303408,3.201007307,-0.111894164,0.912143858,2.146531228,-0.741087362,0.039941924,2.539304537,-0.437193816,1,2.390668041,-0.548577809,0.591376058,3.589824208,0.082587446,1,4.194884414,0.33145185,0.748612423,2.716537375,-0.33835383,1,3.108115034,-0.137201343,1
ENSG00000123124,WWP1,2.330635572,0.578854732,0.016577207,1.559282163,-0.249326251,0.58728442,0.961177123,-0.987713066,0.006472186,1.145590612,-0.657119433,1,1.552949963,-0.216726536,1,2.004453879,0.179653104,1,2.404599016,0.47391658,0.525952161,1.654535348,-0.113461517,1,1.538232084,-0.220857294,1
ENSG00000100412,ACO2,1.012644267,0.586334767,0.017010986,0.604053385,-0.450369578,0.201219994,0.659344063,-0.257291307,0.682723876,0.607110232,-0.352579941,1,0.520566325,-0.609730879,0.586124497,0.84141581,0.134264819,1,1.000453605,0.411165895,0.579107136,0.501374348,-0.63764943,1,0.917875112,0.260030761,1
ENSG00000144381,HSPD1,3.174393203,0.571282435,0.017232469,2.474874892,0.031429754,1,1.37436607,-0.917739089,0.00849686,1.52041519,-0.70180065,1,1.859165448,-0.422734084,0.882077894,2.430034848,-0.005081292,1,2.672891085,0.144908654,1,2.452176355,0.007499716,1,1.886391609,-0.38202797,1
ENSG00000114354,TFG,1.053852606,0.586230009,0.017232469,0.72137609,-0.200868339,0.715554521,0.530405669,-0.669221333,0.096257313,0.554318038,-0.545487477,1,0.682423082,-0.2541314,1,0.805680003,0.006301976,1,1.02552763,0.386783988,0.613621062,0.615323063,-0.394816902,1,0.620356972,-0.377032502,1
ENSG00000213246,SUPT4H1,2.438723019,0.571610228,0.017545624,1.701971939,-0.17721404,0.770127144,1.224914749,-0.684335824,0.07801635,1.16142827,-0.708510598,1,1.559511723,-0.285792959,1,1.981712911,0.087274112,1,2.181440191,0.240982827,0.831961023,1.809505601,-0.05205797,1,1.487590699,-0.34195129,1
ENSG00000169241,SLC50A1,1.892881412,0.573753244,0.017784138,1.419763271,-0.040193051,1,0.795608503,-0.961233182,0.008213972,1.150869832,-0.345425469,1,1.143933564,-0.371564497,0.95349375,1.289737747,-0.179905387,1,1.873029682,0.403583003,0.579107136,1.034654336,-0.505170442,1,1.43061914,-0.022553302,1
ENSG00000159346,ADIPOR1,2.606934108,0.569761359,0.01787923,2.044427401,0.041485719,1,0.962642332,-1.164756855,0.000931454,0.966097152,-1.077697146,1,1.701683198,-0.255161524,1,2.053184524,0.037866396,1,2.326869537,0.236198022,0.903481493,2.160467644,0.112941147,1,1.398968274,-0.531901179,1
ENSG00000164934,DCAF13,1.022777465,0.582186302,0.018098172,0.84345512,0.149911806,0.804560083,0.404397692,-1.048188029,0.004206236,0.411779114,-0.937815029,1,0.662737801,-0.255709959,1,0.753700648,-0.052341473,1,0.684520888,-0.202761496,1,0.838662545,0.109421996,1,0.633017319,-0.305800971,1
ENSG00000114023,FAM162A,1.204499485,0.578214048,0.018125422,0.787964652,-0.290517353,0.50267395,0.556779431,-0.808750038,0.033682863,0.62294789,-0.577033689,1,1.35609715,0.625447071,0.251862119,0.925882262,0.008669284,1,0.63688024,-0.566780439,0.599060753,0.948053312,0.044189334,1,0.664668184,-0.478456626,1
